execution_date;maxima;media;pid_an_municipio_monthly;anomalia
2015-04-30;3.90689628918966;3.5627980647107202;2756248;-1.7933220448473897
2015-05-31;1.6261576009133203;1.17886768919751;2761804;-2.1254961667513
2015-06-30;0.7231923674233259;0.588416185853286;2767360;-0.9380755295045641
2015-07-31;1.78857668771619;1.4598685912949698;2772916;0.5940512966239829
2015-08-31;0.0425102440339904;0.0283098084986136;2778472;-0.377893275768489
2015-09-30;0.0324565132459005;0.0181402380719329;2784028;-0.143277217555435
2015-10-31;0.00378608222930662;0.00258805420348022;2789584;-0.40228281352570705
2015-11-30;0.0156319896380107;0.00536846907602416;2795487;-0.5926385084087521
2015-12-31;0.44401183066468997;0.39604690308606394;2800696;-0.201960074398712
2016-01-31;5.58677297806548;5.14909916181607;2806599;1.49331482998084
2016-02-29;2.85796995750018;2.7891376432283397;2811808;-1.81810222669635
2016-03-31;8.23952629657522;7.297439899563639;2817013;1.5277682393604402
2016-04-30;3.58723897561431;2.90139238113203;2822920;-2.45472772842608
2016-05-31;0.913233996639329;0.7756305546234029;2828476;-2.52873330132541
2016-06-30;0.506578801075617;0.485955213564329;2834032;-1.04053650179352
2016-07-31;0.20880749013515196;0.167560248030234;2839588;-0.698257046640751
2016-09-30;0.00563725990553697;0.0044847191287539;2850700;-0.156932736498614
2016-10-31;0.0146975743062344;0.00908868502760213;2856256;-0.395782182701585
2016-11-30;0.09511057212948801;0.0739309971101391;2861812;-0.524075980374637
2016-12-31;1.1747952062155902;1.11593285150864;2867368;0.517925874023863
2017-01-31;1.6659056270915702;1.45432849366578;2872573;-2.20145583816945
2017-02-28;2.9499178124325605;2.50202120371818;2878480;-2.10521866620651
2017-03-31;3.75639212407893;3.5896341846354503;2884036;-2.18003747556775
2017-04-30;2.9575156511738903;2.86383227990606;2889592;-2.49228782965205
2017-05-31;2.00812659220349;1.85792316786862;2895148;-1.4464406880801899
2017-06-30;1.18820732732614;0.96428647036306;2901051;-0.5622052449947901
2017-07-31;1.5059535901152301;1.42159166840823;2906260;0.55577437373724
2017-08-31;0.00215585818213801;0.00206406282321099;2911816;-0.404139021443892
2017-09-30;0.00334158067901929;0.00319929793477058;2917372;-0.15821815769259698
2017-10-31;0.00208825978540605;0.00112278091839096;2922928;-0.40374808681079605
2017-11-30;0.0164752691984177;0.0101396397902415;2928484;-0.5878673376945339
2017-12-31;0.140549705821961;0.0962987516491926;2934387;-0.5017082258355829
2018-01-31;3.0452355387081402;2.34579916958672;2939596;-1.30998516224851
2018-02-28;9.24399857030419;8.59250393997099;2945152;3.9852640700463
2018-03-31;5.72587120750298;4.80450832701673;2950708;-0.965163333186473
2018-04-30;7.2486735665528395;6.61301323699944;2956264;1.2568931274413302
2018-05-31;4.6758204475045195;3.9199853349897404;2961820;0.615621479040926
2018-06-30;2.37620448768139;1.95665354293917;2967376;0.430161827581323
2018-07-31;0.9433951211561049;0.849315907507657;2984044;-0.0165013871633277
2018-08-31;0.000967285654041916;0.000926099135540426;2989249;-0.405276985131563
2018-09-30;0.189563304185867;0.107377234488153;2995156;-0.0540402211392155
2018-10-31;0.16881796096761997;0.12376173892512199;3000712;-0.28110912880406497
2018-11-30;2.50343906631072;1.7023970973816;3006268;1.10439011989682
2018-12-31;9.07655972095493;7.937783661626541;3011824;7.3397766841417695
